Temperature,Humidity,Soil_Moisture,Rainfall,Irrigation_Needed
29.483469877787694,52.72921324825458,22.8065592174345,7.908212394583442,0
36.382404894496545,77.5772595163055,34.70556661295606,5.948756584308683,0
39.29110480530689,36.0176244181926,53.542811813396824,3.380814728122999,0
33.36246580537522,47.578333087118196,48.56015097336433,9.025770038914706,0
31.58683556432424,66.05997396488038,60.21064198339684,4.996168376301499,0
35.93722674832527,37.535628965459495,41.633960818589514,8.052523541808176,0
23.097167190187918,36.976013471441064,21.04859891090412,7.847068928438272,0
34.81887116701412,65.44352671226045,58.523038921728734,7.825576609734566,0
22.692367163109424,47.80508752094963,45.59202155183991,4.568563954244781,0
24.32491868201832,72.72423404207106,59.15204817931181,9.415534876486149,0
34.28684325257082,37.000004238532256,21.035900656057287,1.1772283564441421,1
24.464677425906338,63.88299660079115,21.063314690549714,2.240809055287707,0
20.26624274706542,74.04281225673178,31.34760088064181,8.950797230117223,0
32.96943585728121,74.65544857128813,34.37496388512966,9.873120541526841,0
33.16935964985565,75.1469672745256,58.32179807985348,6.692298110406519,0
36.20319863008173,74.9442222019224,51.48775279151338,2.7636383941309894,0
38.50561298127315,83.1087250803599,40.373685246330155,2.8981121764250615,0
29.266128101345313,45.17427812786384,12.87354553099953,8.245092303516126,0
22.29159063961973,84.44671944419204,16.45601919571825,9.117794277068707,0
26.51864595375341,37.98716367968278,19.017152820726647,2.0432651941600732,0
25.013608946712548,44.346799897699256,33.38013852396743,6.740054049189301,0
36.64652804924633,78.07193835682979,36.98965606166893,1.091802100519752,0
35.28649169863462,39.133778306936236,40.69117309845369,1.6409282521942603,0
26.19167886306154,84.0834441290474,20.11551108498927,9.600263454115845,0
38.53864255085193,60.78206549395972,35.489464757049404,7.928051373179854,0
34.58561808267859,88.95870110519947,14.086802281603122,7.675713294903023,0
37.47543141615421,42.0323047285014,32.530605085223854,7.545393643472109,0
31.58413562999434,74.24562666185082,15.974935193805656,5.120539558328302,0
39.814753731214765,72.31978670894726,34.003421844619616,5.706711696211092,0
25.496576883548073,69.68943871054259,17.127313142352335,6.73224301324495,0
29.599875682376613,79.3497310865358,40.173017687834104,6.7944038134997555,0
36.130484640732035,44.602884218634486,18.445689398696985,8.023195113119998,0
21.715407074768166,88.48538957675186,31.97960676356899,4.425960167474388,0
20.18603019519295,64.31581667404039,10.295379155001429,7.262088049347599,0
35.88352912556691,44.4477826187381,44.15903643556095,9.609704729825014,0
25.497924779632367,46.168202014268815,66.75022039535371,9.352161120271889,0
33.354239481081564,32.00613905106893,44.14123927881826,7.21300774995413,0
24.007690528478385,79.90362075778077,17.05993808431549,0.06481463473396065,1
21.751642856164906,37.38585134122892,20.946255153066794,5.885132337527433,0
23.715911582861157,58.610599493804614,24.769040264641788,6.9698457694986535,0
20.071611475802833,82.29484536424759,10.774004286673545,1.9173012027209968,1
35.428678290958956,68.28171086040405,54.77114007364826,1.8507304285065274,0
29.07007068331749,34.66709964832872,25.00277917441627,8.34894673644382,0
38.10466982475698,48.81425194558191,57.146189603588155,3.4260905711859726,0
26.74893936269458,78.00042005590188,41.57281285618387,2.315505679472686,0
20.651136869792087,62.626148477216134,47.09238949977119,5.009687109785422,0
26.1209845504561,33.16024211449608,35.26611824337834,3.9592360247370517,0
39.329264600000215,79.84666835950176,59.7478271963967,5.280641267662568,0
